name,cefr,text 
les-francais-vus-par-les-etrangers,B2," Les Français vus par les étrangers dans le monde L'image que j'ai des Français, est celle d'un peuple arrogant même si je n'y suis jamais allé. C'est l'image que j'en ai à cause de la télévision et de ce qu'on en dit.  Les Français sont très organisés, respectés. Ils sont conscients de leurs droits et ils savent quoi revendiquer. J'aime vraiment ça, cette relation entre le gouvernement et ses citoyens.  Ils fument beaucoup trop et ils peuvent être, euh, comment dire ? ils peuvent être arrogants un peu. En revanche, ils ont un goût vestimentaire original.  J'ai été élevé à la, aux principes français, aux ""fraternité, égalité"", à la révolution. C'est ça pour moi l'identité française.  Les gens sont adorables. Ils ont un grand sens de l'humour et ils ont l'air très détendu.  C'est intéressant de voir que la France se penche sur des questions raciales, alors qu'aux États-Unis, cela fait des générations qu'on a réglé cette question. On n'associe pas l'identité ethnique à l'identité nationale. Tout le monde est américain : tant que vous êtes né aux États-Unis, vous êtes américain et ceci n'est pas remis en cause. "
les-animaux-en-vacances,B2," Les animaux en vacances PRÉSENTATEUR: À l'heure des départs en vacances, c'est chaque année le même ref-ain - le même refrain pardon -  près de dix mille [z]animaux ... animaux sont abandonnés par leurs propriétaires. Les refuges de la SPA [Société Protectrice des Animaux] se retrouvent submergés. Nous allons en parler dans un instant avec vous Natacha Harry. Je rappelle que vous êtes présidente de la Société Protectrice des Animaux, Mais d'abord je vous propose de découvrir comment se débrouillent celles et ceux  qui choisissent d'emmener leur animal de compagnie en vacances. C'est un reportage de Margaux Manière et Zidène Berkous à St-Pierre-la-Mer, dans l'Aude.  JOURNALISTE: Difficile de ne pas apercevoir un chien sur le marché de St-Pierre-la-Mer. Car pour beaucoup de vacanciers, pas question de faire garder son animal.  FEMME 1: C'est un yorkshire hein, donc (rires) on a toujours un peu peur de le mettre dans un refuge donc non, non, il est en vacances, il vient toujours avec nous.  HOMME 1: On [ne] sait jamais ce qui peut arriver avec d'autres chiens, les morsures et compagnie ... Je [ne] préfèrerais pas, non.  JOURNALISTE: Pour que tout le monde passe de bonnes vacances, il faut s'équiper.  FEMME 2: J'ai une petite bouteille d'eau, j'ai des croquettes. Normalement j'avais prévu un sac à dos, rien que pour lui, comme un béb... comme un enfant hein ! Comme un enfant, on s'en occupe comme un enfant.  JOURNALISTE: Pour la famille Ferrer, la cohabitation n'est pas toujours facile. Trois enfants, un chien, un chat.  FEMME 3: Là c'est la place du chat.  MARI 1: Ouais, il se cache tout le temps là-bas, lui. Pacha a son coin préféré.  MARI 1: Ah ça y est.  FEMME 3: [ç]a y est, je l'ai ! Ah c'est très galère ! C'est vrai que ... j'avoue que ... voilà, c'est ... bon, les sortir, c'est [sic: ce sont] les poils qui tombent, c'est voilà, c'est [sic: ce sont] deux places en plus qu'ils prennent ... Quand il [ne] se tapent pas !  JOURNALISTE: Mais les solutions de garde étaient trop chères, alors il a fallu s'adapter.  MARI 1: On n'est pas les bienvenus partout, surtout dans certains campings, on vous refuse les animaux. Là-dessus, [il] faut bien se renseigner, [il] faut bien préparer son itinéraire et voir où on est accepté.  JOURNALISTE: Eux aussi s'organisent pour que leur chien Icare  passe de bonnes vacances.  MARI 2: On va essayer de lui donner son ""nonoss"" [os], pour qu'il reste tranquille, voilà.  FEMME 4: Et sinon, il va à la plage, il nage ...  JOURNALISTE: Selon un sondage, quatre Français sur dix déterminent même leur séjour de vacances en fonction des goûts de leur chien. "
les-sites-touristiques-incontournables-de-la-guadeloupe,B2," Les sites touristiques incontournables de la Guadeloupe  Vous voilà arrivés à Pointe-à-Pitre, sous-préfecture de la Guadeloupe. Ne ratez pas le Mémorial ACTe,  inauguré en mai 2015, et dédié à l'histoire de l'esclavage.   Prenons à présent la route et rendons-nous à l'est de la Grande Terre. La Pointe des Châteaux proprement dite, et l'étroite presqu'île qui s'avance dans l'océan Atlantique à l'extrêmité sud-est de la Grande Terre. Le panorama est superbe depuis la falaise du Morne Pavillon, avec Marie-Galante au loin, les sommets de l'île de la Dominique, la Désirade, les îles de la Petite Terre. Rattachées à la Désirade, ces deux îles inhabitées sont classées Réserves Naturelles, sous la surveillance de l'ONF [Office National des Forêts]. Des excursions y sont organisées  et le spectacle du récif coralien est inoubliable.  On se rend ensuite à Morne-à-l'Eau. Principale curiosité de cette localité, son cimetière avec ses tombes en damier qui s'étendent sur une hauteur à l'entrée de la ville.  Direction la Basse Terre à présent. Découvrez la forêt tropicale  en empruntant la Route de la Traversée, puis le parc zoologique et botanique des Mamelles. Il constitue une visite aussi passionnante qu'instructive, durant laquelle vous apprendrez tout sur la faune et la flore de l'île.  Deshaies est un des plus charmants villages de la Guadeloupe. Ne ratez pas le jardin botanique ainsi que la plage de Grande Anse, sans doute la plus belle de l'île. Une vraie carte postale avec sable blanc et cocotiers.  De Malendure, en kayak ou à bord d'une embarcation, on se rend sur les îlets Pigeon pour explorer ses superbes fonds marins. Cette partie du littoral possède de nombreux spots, et la plus grande concentration de clubs de plongée de la Guadeloupe.  Attaquez-vous ensuite à l'ascension de la Soufrière, pour une randonnée d'environ 12km, et aux Chutes du Carbet, trois chutes faisant partie de la rivière du même nom et restées intactes dans le prestigieux décor du massif forestier  du versant sud-est de la Soufrière.  Enfin, au sud-est de la Basse Terre, le petit archipel des Saintes concentre le meilleur de la Guadeloupe. Belles plages, somptueux paysages, fonds marins exceptionnels. Les deux îles habitées, Terre-de-Haut et Terre-de-Bas, forment chacune un univers à part. "
lettre-au-pere-noel,B2," Lettre au Père Noël  Cher Père Noël, Avant tout, je voulais confirmer ce que tu sais sûrement déjà : cette année, j’ai été très sage. Je ne dis pas que j’ai été parfaite : parfois, je me suis disputée avec mes frères et sœurs, surtout avec Bastien qui me prend toujours mes jouets ! Mais ce n’était pas tout le temps, et j’ai aussi aidé ma petite sœur avec ses devoirs, j’ai fini mon assiette à tous les repas, j’ai eu de bonnes notes à l’école, j’ai rangé ma chambre et j’ai fait mon lit quand ma maman me le demandait.  J’espère que j’ai mérité mes cadeaux, et donc, cher Père Noël, voici la liste des choses qui me feraient plaisir : au magasin, j’ai vu un beau vélo bleu qui avait une petite lampe à l’avant. J’aimerais aussi un jeu de société auquel j’ai joué chez mon cousin, et qui était très rigolo. Et depuis quelque temps, j’ai pris l’habitude de dessiner des BDs de super héros, donc une boîte de crayons de couleur serait très utile !  Voilà ! Je vous souhaite bien du courage à toi et à tes elfes pour préparer tous nos cadeaux !  À bientôt ! Lise "
lettre-de-nicolas-bedos-a-son-pere-le-comedien-guy-bedos,B2," Lettre de Nicolas Bedos à son père, le comédien Guy Bedos Lecture par Augustin Trapenard  Paris, le 31 mai 2020  Papa Une dernière nuit près de toi. Des bougies, un peu de whisky, ta main si fine et féminine qui serre la mienne jusqu'au petit jour du dernier jour. Ton regard enfantin qui désarme un peu plus le gamin que je redeviens. Au-dessus de ton lit, un bordel de photos, de Jean-Loup Dabadie à Gisèle Halimi,  de Desproges à Camus en passant par Guitry. Ça ne votait pas pareil, ça ne priait pas les mêmes fantômes, mais vous marchiez groupés dans le sens de l'humour et de l'amour. Au bout de tes jambes qui ne marchent plus, tes chats, sereins comme des gardiens. Sur la table de nuit, un fond de verre de Coca, ultime lien entre ce monde et toi, quelques gorgées de force qui te permettent, du fin fond de ta faiblesse, de nous lancer des gestes d'une élégance et d'une tendresse insolentes. Fâché de ne plus pouvoir parler, tu envoies des baisers muets à ta femme adorée, à ta fille bien aimée, à la fenêtre de l'île Saint-Louis, au soleil que tu fuis. Des gestes silencieux qui font un boucan merveilleux dans nos yeux malheureux. Tu auras mélangé les vacheries et l'amour jusqu'au baisser de rideau. Les ""foutez le camp"" et les ""je t'aime"". Caresses et gifles, jusqu'au bout. Incorrigible cabotin, tu avais bien prévu ton coup :  dans ton dernier morceau de mémoire, tu avais mis des ""vous êtes beaux, je suis heureux, j'ai de la chance. C'est ta mère, là, devant moi ? C'est ma femme ? Oh tant mieux !""  On va t'emmener maintenant, dans ton costume de scène. Celui des sketches et des revues de presse, des télés et des radios, celui qui arpenta la France, en long en large et en travers de la gorge de certains maires.  J'ai dénoué ta cravate noire. On va t'emmener où tu voulais, c'est toi qui dictes le programme, c'est toi qui conduis sans permis.  D'abord à l'église Saint-Germain, tu n'étais pas très pote avec les religions, mais les églises, ça t'emballait. Tu disais :  ""[Il] Faudrait qu'on puisse les louer  pour des spectacles de music-hall, des projections de films, des concerts de poésie"". Il y aura des Athées, plein d'Arabes et plein de Juifs. Ça aurait consterné ta mère, tu aurais bien aimé que ta mère soit fâchée.  Puis on t'envole en Corse, dans ce village  qui te rendait un peu ta Méditerranée d'Alger. On va chanter avec Izia et les Tao, du Higelin, du Trénet, du Dabadie et Nougaro. On va te faire des violons, du mélodrame a cappella. [Il ne] Faut pas mégoter son chagrin à la sortie d'un comédien. [Il] Faut se lâcher sur les bravos et occuper chaque strapontin. C'est leur magot, c'est ton butin. D'autant que je sens que tu n'es pas loin... Tu n'es pas mort, tu dors enfin.  Nicolas Bedos "
lynda-lemay-les-maudits-francais,B2," Lynda Lemay - Les Maudits Français  À l'occasion de la Saint Jean Baptiste (le 24 juin), Fête Nationale du Québec, et de la Fête de la Musique (le 21 juin), voici une chanson de la chanteuse-compositrice québécoise Lynda Lemay qui se moque de la façon dont  les Québécois voient les Français.  Y [Ils] parlent avec des mots précis  Pis y [Puis ils] prononcent toutes leurs syllabes À tout bout de champ, ils se donnent des bis [bises] Y [Ils] passent leurs grand[e]s journées à table  Y ont [ils ont] des menus qu'on [ne] comprend pas Y [Ils] boivent du vin comme si c'était de l'eau Y [Ils] mangent du pain pis [puis] du foie gras En trouvant le moyen de [ne] pas être gros  Y [Ils] font des manifs au quart d'heure À tous les maudits coins de rue Tous les taxis ont des chauffeurs Qui roulent en fous [FR: comme des fous], qui collent au cul  Et quand y [ils] parlent de venir chez nous C'est pour l'hiver ou les Indiens Les longues promenades en Ski-doo Ou encore en traîneau à chiens  Ils ont des tasses minuscules Et des immenses cendriers [sic d'immenses cendriers] Y [ils] font du vrai café d'adulte Ils avalent ça en deux gorgées  On trouve leurs gros bergers allemands Et leurs petits caniches chéris Sur les planchers des restaurants Des épiceries, des pharmacies  Y [Ils] disent qu'y [qu'ils] dînent quand y [ils] soupent Et y [il] est deux heures quand y [ils] déjeunent Au petit matin, ça sent le yaourt Y [Ils ne] connaissent pas les œufs-bacon  En fin de soirée, c'est plus ""choucroute"" Magret de canard ou escargots Tout se déroule bien jusqu'à ce qu'on goûte À leur putain de tête de veau  Un bout de paupière, un bout de gencive Un bout d'oreille, un bout de museau Pour des papilles gustatives de Québécois C'est un peu trop  Puis, y [ils] nous prennent pour un Martien Quand on commande un verre de lait Ou quand on demande : La salle de bain est à quelle place, s'il vous plaît ? [In France, you'd say ""Où sont les toilettes""]  Et quand ils arrivent chez nous Y [Ils] se prennent une tuque et un Kanuk Se mettent à chercher des igloos Finissent dans une cabane à sucre Y [Ils] tombent en amour sur le coup Avec nos forêts et nos lacs Et y se mettent à parler comme nous Apprennent à dire : Tabarnak  Et bien saoulés au Caribou À la Molson et au gros gin Y [Ils] s'extasient sur nos ragoûts de pattes de cochon  Et nos plats de binnes  Vu qu'on n'a pas de fromages qui puent Y [Ils] s'accommodent d'un vieux cheddar Et y [ils ne] se plaignent pas trop non plus De notre petit café bâtard  Quand leur séjour tire à sa fin Ils ont compris qu'ils [n']ont plus le droit De nous appeler les Canadiens Alors que l'on est québécois Y [Ils] disent au revoir, les yeux tout trempés Le sirop d'érable plein les bagages On réalise qu'on leur ressemble On leur souhaite bon voyage  On est rendu qu'on donne des becs Comme si on l'avait toujours fait [Il] y a comme un trou dans le Québec Quand partent les maudits Français "
mardi-gras-pancake-day,B2," Mardi gras Le mardi qui précède le Mercredi des Cendres est une fête intéressante d'un point de vue linguistique.  En français, cette fête s'appelle Mardi Gras, un nom qui s'utilise également en anglais. C'est une grande célébration avec des chars et des danseurs qui a lieu, entre autres, à Nice, à la Nouvelle-Orléans, à Venise et au Brésil. La période qui précède Mardi gras s'appelle le Carnaval.  Dans les pays du Commonwealth, la veille du Mercredi des Cendres a deux autres noms :  1. Shrove Tuesday (sa traduction littérale, « mardi absous », ne se dit jamais) et  2. Pancake Day (littéralement « le jour des crêpes », qui n'a cependant rien à voir avec le 2 février, alias la Chandeleur ou ""la fête des crêpes"".*  Mais de quoi s'agit-il, cette fête qui a lieu 47 jours avant Pâques ? Pour le savoir, il faut d'abord comprendre le Carême, les quarante jours (sans compter les dimanches) entre le Mercredi des Cendres et Pâques. Le Carême étant une période de pénitence, d'aumône et surtout de jeûne, le mardi qui le précède est tout le contraire : on se régale d'aliments gras et riches en vue de la période de privation. "
milo-les-oeufs-en-chocolat,B2," Les œufs en chocolat  THOMAS - Alors ? Tu en as trouvé un ? MILO - Non, ils sont vraiment trop bien cachés. JUDITH - Youhou ! J'en ai trouvé un autre ! THOMAS - Oh là là ! Et nous on n'a toujours rien. PAPA - Oh oh oh ! Quel magnifique œuf ! Ça en fait quatre pour l'équipe des filles. Bravo !  MILO - Allez, viens ! Tu vois, là-bas ? Le massif des tulipes ?  THOMAS - Oui. MILO - Je vais y aller,  mais il ne faut pas que les filles s'en doutent. D'accord ?  THOMAS - Oh oui ! Compris ! PAPA - Bravo les filles ! JUDITH - J'en ai trouvé trois toute seule ! PAPA - Vous êtes des championnes ! MAMAN - Il en reste sûrement encore. THOMAS - Là ! Là ! Oh, il doit y en avoir un ! MILO - Oh, chouette ! Oh, chouette ! Un autre ! Thomas ! Thomas ! On en a deux !  THOMAS - Oh, fais voir comme ils sont beaux ! Superbes !  MILO - Mmmh, ça sent bon le chocolat ! JUDITH - Le nougat aussi ! ELISE - Et si on les mangeait ? JUDITH - Oh oui ! Et on va se régaler plus que les garçons ! On en a plus qu'eux !  THOMAS - Hé ! Ça veut dire que moi, je n'en mangerai pas du tout, puisque je n'ai rien ramassé.  LES FILLES - Oh ... - Euh ... MILO - Ah ça, non ! Ce n'est pas possible !  ELISE - C'est vrai. On va partager, c'est mieux.  JUDITH - Tiens Thomas ! Goûte le premier !  THOMAS - Oh ! Merci beaucoup Judith. MILO - Qu'est-ce que c'est bon ! MAMAN - Mais ! La cueillette n'est pas finie les enfants ! PAPA - Tiens ! Tiens ! THOMAS - Oh ! Un œuf ! MILO - Allez Thomas ! TOUS - Allez Thomas ! Saute plus haut ! Allez Thomas !  THOMAS - Oh, je n'y arrive pas. PAPA - Oh oh oh oh ! C'est le plus gros œuf ! Il faut donc faire un plus gros effort pour l'attraper.  MILO - J'ai une idée ! Attendez-moi !  MILO - Et voilà !  Allez Thomas, monte sur la chaise !  THOMAS - Tiens-la bien, Milo ! MILO - Oh oui ! THOMAS - Et voilà ! On le partage aussi ?   MILO - Les cloches de Pâques, j'aimerais qu'elles passent plus souvent ! "
mon-annee-a-l-etranger,B2," Mon année à l'étranger  Avant que je ne parte pour mon année d'Erasmus à Paris, tout le monde me disait :  ""Tu verras, tu vas t'habituer très vite. Tu te feras des amis en un rien de temps ! Et après, tu ne voudras plus rentrer !""  Mais quand je suis arrivée à Paris, je me suis vraiment sentie perdue ! Moi qui venais d'un petit village andalou, je me retrouvais dans une jungle urbaine dont je ne connaissais rien ! Les premières semaines ont été tout sauf faciles; ma famille et mes amis me manquaient énormément, rien n'était familier, et mon français n'était pas assez bon pour que je sorte de ma zone de confort très limitée.  Puis les cours ont commencé, et j'ai fait la connaissance d'autres étudiants étrangers qui eux aussi avaient le mal du pays. Du coup, on s'est soutenus, et on a échangé nos histoires. On venait des quatre coins du monde : Sandra venait de l'Arkansas, aux États-Unis, Bartek était polonais, et Ayawa était togolaise. En passant du temps ensemble,  notre français s'est amélioré beaucoup plus vite qu'on avait pu l'espérer. En quelques mois,  je pouvais tenir une conversation avec ma boulangère sans me corriger toutes les deux secondes !  Ensemble, on est partis à la découverte de Paris. Tous les weekends, on choisissait un quartier, un monument ou un musée à visiter. C'est ainsi que nous avons découvert le Louvre, Montmartre, le cimetière du Père Lachaise...  Le jour où nous sommes montés au sommet de la Tour Eiffel, il y avait tellement de vent que nous nous accrochions à la rambarde comme si notre vie en dépendait ! Eh oui, peu de gens le savent, mais la Tour Eiffel s'incline face au vent ! C'est tout à fait normal, mais ça fait quand même un choc quand on ne s'y attend pas !  Cette journée reste l'un de mes plus beaux souvenirs de cette année. Qu'est-ce qu'on a ri !  Pendant les vacances scolaires,  on est allés explorer le reste de la France - dans la limite de nos moyens bien sûr ! On a visité le Mont Saint-Michel en Normandie qui nous a tous laissés sans voix : voir la marée monter et engloutir la seule route qui relie l'îlot au reste du continent est vraiment un spectacle à couper le souffle !  En décembre, nous sommes allés en Alsace pour admirer leurs merveilleux marchés de Noël. Et au printemps, nous avons passé deux semaines dans le sud de la France. C'étaient les meilleures vacances de ma vie ! Nous avions loué une voiture, et nous nous arrêtions chaque soir dans un nouveau camping ! L'endroit qui m'a le plus marqué est la ville de Carcassonne : on dirait un château médiéval qui est resté figé dans le temps.  Et au final, lorsque le jour du départ est arrivé, je n'arrivais pas à y croire ! Ils avaient raison,  je ne voulais plus partir ! C'est avec une boule au ventre que je suis montée dans l'avion  qui me ramenait chez moi - et plus tout à fait chez moi,  si vous voyez  ce que je veux dire. Soyons honnêtes,  j'ai quand même pleuré comme une gamine quand je me suis retrouvée dans les bras de ma mère, mais au bout de quelques jours, je n'avais qu'une envie : repartir. Mais je n'ai pas longtemps à attendre, car dans deux mois, nous nous retrouvons tous chez Ayawa au Togo pour le nouveau chapitre de nos aventures ! "
noel-a-kaysersberg,B2," Noël à Kaysersberg Madame, Monsieur, bonjour. Bienvenue dans votre édition du 13 heures. Internet a du bon, mais rien ne remplace l'odeur des sapins et du pain d'épices sur les marchés de Noël. Les plus beaux bien sûr sont en Alsace. Il n'y a pas que celui très réputé de Strasbourg, loin de là ! L'esprit de Noël plane sur chaque village avec des centaines de concerts, des manifestations et des milliers de visiteurs. Reportage Stephanie Lafuente et Jean-Pierre Pasteur.  JOURNALISTE : Vu d'en haut, un village alsacien comme les autres. Mais en décembre, Kaysersberg, c'est bien plus que ça. Un incontournable aux ruelles arpentées par deux cent cinquante mille touristes  venus de toute la France et des pays voisins, tous émerveillés.  FEMME : C'est comme quand on était petit, on revient, on retourne en enfance, voilà.  FEMME 2 : Même les simples décorations aux portes, aux fenêtres,  c'est féérique.  HOMME : La décoration des maisons, voilà, la décoration du village, tout, chacun participe à sa façon, et ça c'est le plus.  FEMME 3 : Ici c'est beaucoup plus artisanal, beaucoup moins commercial, on vend des décorations de Noël qui sont de réelles décorations de maison.  JOURNALISTE : La formule magique est la même depuis 23 ans. D'abord, la rareté. Le marché est ouvert seulement les quatre week-ends de l'Avent. Ensuite, la simplicité. Côté décorations, rouge et vert obligatoires, côté illumination, du blanc et pas de clignotants. Enfin, l'authenticité. Trente artisans triés sur le volet, et deux commandements à respecter.  FEMME 4 : Que nos articles soient entièrement artisanaux, et il faut qu'il y ait un pourcentage de produits qui concernent Noël.  JOURNALISTE : Toute proche, et pourtant loin de l'euphorie de sa voisine, Kientzheim célèbre l'Avent à la lueur des lanternes. Une balade ponctuée par quelques éclairages sur les traditions de Noël, comme l'origine alsacienne du sapin et sa diffusion à travers le monde.  HOMME 2 : Des soldats sont venus des États-Unis, du Canada, d'Angle...enfin, de plein de pays sur le sol français où ils ont rencontré cette tradition du sapin. C'est ainsi que, petit à petit, le sapin, à cause des guerres aussi, a fait le tour du monde. Il n'y a pas que les grandes fêtes, des marchés et cetera, les grandes ambiances, il y a aussi des parties plus calmes, plus intimistes.  JOURNALISTE : Recueillement ou effervescence, féérie ou histoire, à chaque village son style. Le succès est toujours au rendez-vous ; avec deux millions de visiteurs, décembre est devenu le point d'orgue de l'année touristique en Alsace. "
poisson-d-avril,B2," Poisson d'avril En France aussi, le premier avril est le jour des farces et des blagues ! Mais ici, nous l'appelons ""le jour du poisson d'avril"", et le cri de ralliement des blagueurs est ""Poisson d'avril !"" ... mais pourquoi un poisson, me direz-vous ?   Même si son origine est controversée, voici une des explications les plus reconnues. Au XVIe siècle, le roi Charles IX a décidé de déplacer le début de l'année du premier avril au premier janvier. Par habitude, les gens ont continué un temps à se faire des cadeaux à cette date. La tradition était de s'offrir plutôt des cadeaux de nature alimentaire.  Cette date correspondant à la fin du Carême, période pendant laquelle les chrétiens n'ont pas le droit de manger de viande, on s'offrait en particulier du poisson. Au fil du temps, les offrandes sont devenues des plaisanteries, on s'est mis à s'offrir de faux poissons, puis finalement des poissons en papier !   Tous les enfants de France ont pratiqué au moins une fois dans leur vie la farce classique du premier avril,  c'est-à-dire de coller un poisson de papier (encore lui !) dans le dos d'un camarade  sans qu'il s'en aperçoive. Le poisson peut être illustré d'un gage à faire à la personne piégée, comme par exemple, ""Tirez-moi la langue !"". Imaginez la réaction de la pauvre personne dupée quand tout le monde se met à lui tirer la langue sans raison !   Voici quelques exemples de poissons d'avril réussis en France et ailleurs !   France - 1972 France Inter annonce qu'à la suite de l'arrivée du Royaume-Uni dans la CEE,  la circulation routière se fera désormais à gauche en France.   France - 1986 Le journal télévisé français annonce aux téléspectateurs  que l'on va déplacer la Tour Eiffel car la Seine la fait bouger.  Malgré des démentis nombreux dévoilant la farce,  beaucoup furent persuadés de la véracité de cette information.   France - 2009  La SNCF utilise la voix d'Homer Simpson dans les gares, avec des phrases humoristiques.   Royaume-Uni - 2010 La BBC annonce que Shakespeare était français !   France - 2011 Un site de jeux vidéos français annonce que  les jeux vidéos vont faire leur entrée au programme du Baccalauréat ! Les ados se réjouissent avant de déchanter !   Internet - 2011 YouTube propose son Top 5 des vidéos virales de 1911 !   Et vous ? Quels sont vos meilleurs souvenirs de premier avril ? "
pokemon-go-la-chasse-est-ouverte,B2," Pokémon Go ! Attrapez-les tous !   Eh oui ! Nous aussi à Kwiziq nous avons succombé à la fièvre Pokémon Go qui semble avoir balayé la planète ! Mais comme nous sommes avant tout ici pour partager notre amour de la langue française, on s'est dit : ""Et pourquoi pas allier les deux ?""  Voici donc, pour les inconditionnels du jeu Nintendo et pour les fans de la langue de Molière, une sélection des Pokémon les plus célèbres avec leurs noms français et leurs explications ! (Notez que Pikachu garde son nom dans les deux langues.) À vous de jouer !  Salamèche un mélange entre ""salamandre"" et ""mèche"", et son évolution Dracofeu à la fois ""dragon"" et ""feu"" !  Goupix Ici, le nom français fait référence au nom scientifique du renard : ""le goupil"".  Ronflex Comme en anglais, une combinaison entre ""ronfler"" et ""flexible"".  Bulbizarre Un mélange entre un ""bulbe"" de fleur et juste ""bizarre"" !  Carapuce À la fois ""carapace"" et ""puce"" qui a une connotation mignonne en français !  Psykokwak Ici, on a gardé l'aspect ""psycho(pathe)"" et ajouté le son du canard : ""couac"".  Rondoudou Le plus mignon des Pokémon (selon moi) : à la fois ""rond"" et ""doux""... deux fois !  Voltali Ici la version française a choisi la référence électrique au ""volt"" !  Maintenant, il ne vous reste plus qu'à les attraper ! Bonne chasse à tous ! "
portraits-francais-jeanne-d-arc,B2," Jeanne d’Arc : la Pucelle d’Orléans Jeanne d’Arc est une des héroïnes populaires de l’Histoire de France. Sa vie a inspiré de nombreux artistes à travers les siècles : peintres, auteurs, chanteurs, cinéastes... Voici son histoire :  À l’époque où Jeanne naît, vers 1412, le royaume de France est en proie à un double-conflit : suite à l’assassinat de son rival Louis d’Orléans par le Bourguignon Jean Sans-Peur en 1407, une guerre civile éclate entre les deux familles prétendantes au trône, les ducs d’Orléans et de Bourgogne. Profitant de ce conflit, Henri V, roi d’Angleterre, brise une longue trève franco-anglaise, et déclenche la deuxième partie de la fameuse Guerre de Cent Ans. La tristement célèbre défaite d’Azincourt affaiblit la monarchie française, et à la mort de Charles VI en 1422, la couronne de France se retrouve entre les mains du jeune roi d’Angleterre encore mineur, Henri VI.  Vers l’âge de seize ans, dans la ferme familiale du village de Domrémy, Jeanne affirme avoir entendu des voix de saints, lui demandant d’être pieuse, de libérer le royaume de France de l’envahisseur et de conduire le Dauphin (Charles d’Orléans) sur le trône. Jeanne décide alors de se rendre à Chinon auprès du Dauphin. Elle traverse incognito les terres bourguignonnes, en portant des habits masculins et les cheveux courts. La légende raconte qu'elle fut capable de reconnaître Charles, vêtu d’habits simples parmi ses courtisans.  Charles accepte d’envoyer Jeanne à Orléans, qui est assiégée par les Anglais. Le 29 avril 1429, la population l’y accueille avec enthousiasme, même si les capitaines de guerre sont tout d’abord réservés. Mais la foi et l’enthousiasme de Jeanne parviennent à redonner de l’espoir aux soldats désespérés. Le 8 mai, les Anglais sont contraints à lever le siège de la ville.  Tandis que l’armée française reprend le dessus dans la vallée de la Loire, Jeanne accompagne le Dauphin à Reims afin qu’il s’y fasse sacrer roi de France. Il devient Charles VII. Les conseillers du roi se méfient de l’influence de Jeanne, qui repart en campagne, avec un succès mitigé.  Alors qu’elle tente de délivrer la ville de Compiègne, assiégée par les Bourguignons, Jeanne est faite prisonnière par ces derniers le 23 mai 1430. Elle essaie de s’échapper par deux fois, mais en vain. Elle est vendue aux Anglais le 21 novembre 1430, qui l'emmènent dans leur quartier général à Rouen. Commence alors son procès qui durera de février à mai 1431. L’accusation d'hérésie se révélant impossible à prouver, le tribunal finit par la condamner au bûcher pour avoir porté des habits d'homme, avoir quitté ses parents sans leur autorisation, et avoir suivi ses « voix », en fait inspirées par le démon. Le 30 mai 1431, après s'être confessée et avoir communié, Jeanne est brûlée vive à Rouen.  Jeanne d’Arc fut béatifiée en 1909, puis canonisée en 1920, devenant ainsi l’une des quatre saintes patronnes secondaires de la France. Sa fête nationale est fixée au deuxième dimanche de mai. "
